date,day_of_week,is_weekend,month,time_index,sales
11/13/2024,Wednesday,0,11,317,1477
11/14/2024,Thursday,0,11,318,1541
11/15/2024,Friday,0,11,319,1496
11/16/2024,Saturday,1,11,320,2019
11/17/2024,Sunday,1,11,321,2070
11/18/2024,Monday,0,11,322,1429
11/19/2024,Tuesday,0,11,323,1720
11/20/2024,Wednesday,0,11,324,1411
11/21/2024,Thursday,0,11,325,1391
11/22/2024,Friday,0,11,326,1628
11/23/2024,Saturday,1,11,327,2092
11/24/2024,Sunday,1,11,328,2076
11/25/2024,Monday,0,11,329,1577
11/26/2024,Tuesday,0,11,330,1513
11/27/2024,Wednesday,0,11,331,1425
11/28/2024,Thursday,0,11,332,1523
11/29/2024,Friday,0,11,333,1448
11/30/2024,Saturday,1,11,334,2114
12/1/2024,Sunday,1,12,335,2152
12/2/2024,Monday,0,12,336,1585
12/3/2024,Tuesday,0,12,337,1636
12/4/2024,Wednesday,0,12,338,1710
12/5/2024,Thursday,0,12,339,1613
12/6/2024,Friday,0,12,340,1587
12/7/2024,Saturday,1,12,341,2194
12/8/2024,Sunday,1,12,342,2195
12/9/2024,Monday,0,12,343,1620
12/10/2024,Tuesday,0,12,344,1624
12/11/2024,Wednesday,0,12,345,1695
12/12/2024,Thursday,0,12,346,1528
12/13/2024,Friday,0,12,347,1532
12/14/2024,Saturday,1,12,348,2102
12/15/2024,Sunday,1,12,349,2153
12/16/2024,Monday,0,12,350,1706
12/17/2024,Tuesday,0,12,351,1823
12/18/2024,Wednesday,0,12,352,1761
12/19/2024,Thursday,0,12,353,1660
12/20/2024,Friday,0,12,354,1675
12/21/2024,Saturday,1,12,355,2077
12/22/2024,Sunday,1,12,356,2176
12/23/2024,Monday,0,12,357,1649
12/24/2024,Tuesday,0,12,358,1711
12/25/2024,Wednesday,0,12,359,1596
12/26/2024,Thursday,0,12,360,1731
12/27/2024,Friday,0,12,361,1833
12/28/2024,Saturday,1,12,362,2170
12/29/2024,Sunday,1,12,363,2221
12/30/2024,Monday,0,12,364,1751
12/31/2024,Tuesday,0,12,365,1642
1/1/2025,Wednesday,0,1,366,1305
1/2/2025,Thursday,0,1,367,1284
1/3/2025,Friday,0,1,368,1293
1/4/2025,Saturday,1,1,369,1707
1/5/2025,Sunday,1,1,370,1787
1/6/2025,Monday,0,1,371,1335
1/7/2025,Tuesday,0,1,372,1431
1/8/2025,Wednesday,0,1,373,1382
1/9/2025,Thursday,0,1,374,1502
1/10/2025,Friday,0,1,375,1210
1/11/2025,Saturday,1,1,376,1875
1/12/2025,Sunday,1,1,377,1806
1/13/2025,Monday,0,1,378,1507
1/14/2025,Tuesday,0,1,379,1208
1/15/2025,Wednesday,0,1,380,1206
1/16/2025,Thursday,0,1,381,1230
1/17/2025,Friday,0,1,382,1078
1/18/2025,Saturday,1,1,383,1738
1/19/2025,Sunday,1,1,384,1716
1/20/2025,Monday,0,1,385,1307
1/21/2025,Tuesday,0,1,386,1327
1/22/2025,Wednesday,0,1,387,1481
1/23/2025,Thursday,0,1,388,1389
1/24/2025,Friday,0,1,389,1236
1/25/2025,Saturday,1,1,390,1705
1/26/2025,Sunday,1,1,391,1844
1/27/2025,Monday,0,1,392,1163
1/28/2025,Tuesday,0,1,393,1479
1/29/2025,Wednesday,0,1,394,1414
1/30/2025,Thursday,0,1,395,1250
1/31/2025,Friday,0,1,396,1126
2/1/2025,Saturday,1,2,397,1953
2/2/2025,Sunday,1,2,398,1807
2/3/2025,Monday,0,2,399,1443
2/4/2025,Tuesday,0,2,400,1160
2/5/2025,Wednesday,0,2,401,1260
2/6/2025,Thursday,0,2,402,1321
2/7/2025,Friday,0,2,403,1326
2/8/2025,Saturday,1,2,404,1776
2/9/2025,Sunday,1,2,405,1884
2/10/2025,Monday,0,2,406,1216
2/11/2025,Tuesday,0,2,407,1309
2/12/2025,Wednesday,0,2,408,1336
2/13/2025,Thursday,0,2,409,1375
2/14/2025,Friday,0,2,410,1396
2/15/2025,Saturday,1,2,411,1713
2/16/2025,Sunday,1,2,412,1672
2/17/2025,Monday,0,2,413,1454
2/18/2025,Tuesday,0,2,414,1360
2/19/2025,Wednesday,0,2,415,1252
2/20/2025,Thursday,0,2,416,1483
2/21/2025,Friday,0,2,417,1340
2/22/2025,Saturday,1,2,418,1946
2/23/2025,Sunday,1,2,419,1836
2/24/2025,Monday,0,2,420,1536
2/25/2025,Tuesday,0,2,421,1506
2/26/2025,Wednesday,0,2,422,1306
2/27/2025,Thursday,0,2,423,1428
2/28/2025,Friday,0,2,424,1396
3/1/2025,Saturday,1,3,425,2099
3/2/2025,Sunday,1,3,426,1866
3/3/2025,Monday,0,3,427,1532
3/4/2025,Tuesday,0,3,428,1569
3/5/2025,Wednesday,0,3,429,1288
3/6/2025,Thursday,0,3,430,1346
3/7/2025,Friday,0,3,431,1261
3/8/2025,Saturday,1,3,432,1939
3/9/2025,Sunday,1,3,433,2038
3/10/2025,Monday,0,3,434,1617
3/11/2025,Tuesday,0,3,435,1474
3/12/2025,Wednesday,0,3,436,1630
3/13/2025,Thursday,0,3,437,1330
3/14/2025,Friday,0,3,438,1298
3/15/2025,Saturday,1,3,439,1963
3/16/2025,Sunday,1,3,440,2008
3/17/2025,Monday,0,3,441,1467
3/18/2025,Tuesday,0,3,442,1264
3/19/2025,Wednesday,0,3,443,1462
3/20/2025,Thursday,0,3,444,1341
3/21/2025,Friday,0,3,445,1539
3/22/2025,Saturday,1,3,446,2009
3/23/2025,Sunday,1,3,447,1879
3/24/2025,Monday,0,3,448,1422
3/25/2025,Tuesday,0,3,449,1368
3/26/2025,Wednesday,0,3,450,1468
3/27/2025,Thursday,0,3,451,1571
3/28/2025,Friday,0,3,452,1377
3/29/2025,Saturday,1,3,453,2026
3/30/2025,Sunday,1,3,454,1923
3/31/2025,Monday,0,3,455,1398
4/1/2025,Tuesday,0,4,456,1517
4/2/2025,Wednesday,0,4,457,1424
4/3/2025,Thursday,0,4,458,1473
4/4/2025,Friday,0,4,459,1409
4/5/2025,Saturday,1,4,460,2226
4/6/2025,Sunday,1,4,461,2034
4/7/2025,Monday,0,4,462,1461
4/8/2025,Tuesday,0,4,463,1552
4/9/2025,Wednesday,0,4,464,1520
4/10/2025,Thursday,0,4,465,1510
4/11/2025,Friday,0,4,466,1594
4/12/2025,Saturday,1,4,467,2109
4/13/2025,Sunday,1,4,468,1980
4/14/2025,Monday,0,4,469,1476
4/15/2025,Tuesday,0,4,470,1507
4/16/2025,Wednesday,0,4,471,1305
4/17/2025,Thursday,0,4,472,1384
4/18/2025,Friday,0,4,473,1673
4/19/2025,Saturday,1,4,474,2201
4/20/2025,Sunday,1,4,475,2012
4/21/2025,Monday,0,4,476,1595
4/22/2025,Tuesday,0,4,477,1569
4/23/2025,Wednesday,0,4,478,1846
4/24/2025,Thursday,0,4,479,1651
4/25/2025,Friday,0,4,480,1527
4/26/2025,Saturday,1,4,481,1944
4/27/2025,Sunday,1,4,482,1880
4/28/2025,Monday,0,4,483,1561
4/29/2025,Tuesday,0,4,484,1466
4/30/2025,Wednesday,0,4,485,1400
5/1/2025,Thursday,0,5,486,1528
5/2/2025,Friday,0,5,487,1485
5/3/2025,Saturday,1,5,488,2262
5/4/2025,Sunday,1,5,489,2182
5/5/2025,Monday,0,5,490,1594
5/6/2025,Tuesday,0,5,491,1743
5/7/2025,Wednesday,0,5,492,1603
5/8/2025,Thursday,0,5,493,1510
5/9/2025,Friday,0,5,494,1749
5/10/2025,Saturday,1,5,495,2151
5/11/2025,Sunday,1,5,496,1994
5/12/2025,Monday,0,5,497,1579
5/13/2025,Tuesday,0,5,498,1511
5/14/2025,Wednesday,0,5,499,1461
5/15/2025,Thursday,0,5,500,1692
5/16/2025,Friday,0,5,501,1791
5/17/2025,Saturday,1,5,502,1961
5/18/2025,Sunday,1,5,503,2157
5/19/2025,Monday,0,5,504,1536
5/20/2025,Tuesday,0,5,505,1553
5/21/2025,Wednesday,0,5,506,1543
5/22/2025,Thursday,0,5,507,1517
5/23/2025,Friday,0,5,508,1608
5/24/2025,Saturday,1,5,509,2021
5/25/2025,Sunday,1,5,510,2132
5/26/2025,Monday,0,5,511,1600
5/27/2025,Tuesday,0,5,512,1582
5/28/2025,Wednesday,0,5,513,1515
5/29/2025,Thursday,0,5,514,1549
5/30/2025,Friday,0,5,515,1683
5/31/2025,Saturday,1,5,516,2158
6/1/2025,Sunday,1,6,517,2060
6/2/2025,Monday,0,6,518,1668
6/3/2025,Tuesday,0,6,519,1734
6/4/2025,Wednesday,0,6,520,1493
6/5/2025,Thursday,0,6,521,1714
6/6/2025,Friday,0,6,522,1594
6/7/2025,Saturday,1,6,523,2218
6/8/2025,Sunday,1,6,524,2085
6/9/2025,Monday,0,6,525,1482
6/10/2025,Tuesday,0,6,526,1500
6/11/2025,Wednesday,0,6,527,1668
6/12/2025,Thursday,0,6,528,1689
6/13/2025,Friday,0,6,529,1574
6/14/2025,Saturday,1,6,530,2228
6/15/2025,Sunday,1,6,531,1999
6/16/2025,Monday,0,6,532,1659
6/17/2025,Tuesday,0,6,533,1545
6/18/2025,Wednesday,0,6,534,1601
6/19/2025,Thursday,0,6,535,1672
6/20/2025,Friday,0,6,536,1581
6/21/2025,Saturday,1,6,537,2130
6/22/2025,Sunday,1,6,538,2269
6/23/2025,Monday,0,6,539,1611
6/24/2025,Tuesday,0,6,540,1753
6/25/2025,Wednesday,0,6,541,1557
6/26/2025,Thursday,0,6,542,1723
6/27/2025,Friday,0,6,543,1815
6/28/2025,Saturday,1,6,544,1924
6/29/2025,Sunday,1,6,545,2092
6/30/2025,Monday,0,6,546,1730
7/1/2025,Tuesday,0,7,547,1703
7/2/2025,Wednesday,0,7,548,1761
7/3/2025,Thursday,0,7,549,1664
7/4/2025,Friday,0,7,550,1733
7/5/2025,Saturday,1,7,551,2209
7/6/2025,Sunday,1,7,552,2342
7/7/2025,Monday,0,7,553,1751
7/8/2025,Tuesday,0,7,554,1760
7/9/2025,Wednesday,0,7,555,1686
7/10/2025,Thursday,0,7,556,1679
7/11/2025,Friday,0,7,557,1685
7/12/2025,Saturday,1,7,558,2268
7/13/2025,Sunday,1,7,559,2187
7/14/2025,Monday,0,7,560,1758
7/15/2025,Tuesday,0,7,561,1938
7/16/2025,Wednesday,0,7,562,1818
7/17/2025,Thursday,0,7,563,1698
7/18/2025,Friday,0,7,564,1852
7/19/2025,Saturday,1,7,565,2191
7/20/2025,Sunday,1,7,566,2029
7/21/2025,Monday,0,7,567,1632
7/22/2025,Tuesday,0,7,568,1546
7/23/2025,Wednesday,0,7,569,1699
7/24/2025,Thursday,0,7,570,1736
7/25/2025,Friday,0,7,571,1903
7/26/2025,Saturday,1,7,572,2268
7/27/2025,Sunday,1,7,573,2214
7/28/2025,Monday,0,7,574,1819
7/29/2025,Tuesday,0,7,575,1516
7/30/2025,Wednesday,0,7,576,1761
7/31/2025,Thursday,0,7,577,1815
8/1/2025,Friday,0,8,578,1561
8/2/2025,Saturday,1,8,579,2323
8/3/2025,Sunday,1,8,580,2243
8/4/2025,Monday,0,8,581,1668
8/5/2025,Tuesday,0,8,582,1774
8/6/2025,Wednesday,0,8,583,1938
8/7/2025,Thursday,0,8,584,1730
8/8/2025,Friday,0,8,585,1737
8/9/2025,Saturday,1,8,586,2167
8/10/2025,Sunday,1,8,587,2128
8/11/2025,Monday,0,8,588,1797
8/12/2025,Tuesday,0,8,589,1628
8/13/2025,Wednesday,0,8,590,1722
8/14/2025,Thursday,0,8,591,1667
8/15/2025,Friday,0,8,592,1763
8/16/2025,Saturday,1,8,593,2249
8/17/2025,Sunday,1,8,594,2320
8/18/2025,Monday,0,8,595,1666
8/19/2025,Tuesday,0,8,596,1691
8/20/2025,Wednesday,0,8,597,1620
8/21/2025,Thursday,0,8,598,1674
8/22/2025,Friday,0,8,599,1757
8/23/2025,Saturday,1,8,600,2295
8/24/2025,Sunday,1,8,601,2128
8/25/2025,Monday,0,8,602,1807
8/26/2025,Tuesday,0,8,603,1857
8/27/2025,Wednesday,0,8,604,1763
8/28/2025,Thursday,0,8,605,1910
8/29/2025,Friday,0,8,606,1645
8/30/2025,Saturday,1,8,607,2099
8/31/2025,Sunday,1,8,608,2046
9/1/2025,Monday,0,9,609,1754
9/2/2025,Tuesday,0,9,610,1670
9/3/2025,Wednesday,0,9,611,1599
9/4/2025,Thursday,0,9,612,1633
9/5/2025,Friday,0,9,613,1493
9/6/2025,Saturday,1,9,614,2351
9/7/2025,Sunday,1,9,615,2120
9/8/2025,Monday,0,9,616,1618
9/9/2025,Tuesday,0,9,617,1681
9/10/2025,Wednesday,0,9,618,1657
9/11/2025,Thursday,0,9,619,1631
9/12/2025,Friday,0,9,620,1530
9/13/2025,Saturday,1,9,621,2157
9/14/2025,Sunday,1,9,622,2299
9/15/2025,Monday,0,9,623,1746
9/16/2025,Tuesday,0,9,624,1771
9/17/2025,Wednesday,0,9,625,1561
9/18/2025,Thursday,0,9,626,1514
9/19/2025,Friday,0,9,627,1600
9/20/2025,Saturday,1,9,628,2119
9/21/2025,Sunday,1,9,629,2223
9/22/2025,Monday,0,9,630,1445
9/23/2025,Tuesday,0,9,631,1768
9/24/2025,Wednesday,0,9,632,1600
9/25/2025,Thursday,0,9,633,1573
9/26/2025,Friday,0,9,634,1515
9/27/2025,Saturday,1,9,635,1952
9/28/2025,Sunday,1,9,636,2200
9/29/2025,Monday,0,9,637,1625
9/30/2025,Tuesday,0,9,638,1490
10/1/2025,Wednesday,0,10,639,1469
10/2/2025,Thursday,0,10,640,1566
10/3/2025,Friday,0,10,641,1767
10/4/2025,Saturday,1,10,642,2075
10/5/2025,Sunday,1,10,643,1951
10/6/2025,Monday,0,10,644,1577
10/7/2025,Tuesday,0,10,645,1575
10/8/2025,Wednesday,0,10,646,1333
10/9/2025,Thursday,0,10,647,1598
10/10/2025,Friday,0,10,648,1580
10/11/2025,Saturday,1,10,649,2174
10/12/2025,Sunday,1,10,650,2289
10/13/2025,Monday,0,10,651,1718
10/14/2025,Tuesday,0,10,652,1579
10/15/2025,Wednesday,0,10,653,1495
10/16/2025,Thursday,0,10,654,1864
10/17/2025,Friday,0,10,655,1613
10/18/2025,Saturday,1,10,656,2109
10/19/2025,Sunday,1,10,657,2106
10/20/2025,Monday,0,10,658,1628
10/21/2025,Tuesday,0,10,659,1595
10/22/2025,Wednesday,0,10,660,1552
10/23/2025,Thursday,0,10,661,1555
10/24/2025,Friday,0,10,662,1607
10/25/2025,Saturday,1,10,663,2057
